     0.058164712        1.6974606     0.0002640578     0.0013157136
     0.074133326        1.7329491    0.00029529689     0.0016505126
      0.10029154        1.7680878     0.0002882947     0.0017636591
      0.13934304        1.7497799    0.00037768893     0.0021198301
      0.18907341         1.627413    0.00040867444     0.0021886408
      0.24133776        1.4767105    0.00035087476     0.0015774203
      0.29150213        1.3480136    0.00039844933    0.00074487856
      0.33734722        1.2637891    0.00035154912    0.00069084261
      0.38126062        1.2036314    0.00029579102    0.00050272616
       0.4207973         1.163636    0.00040229605    0.00034570776
      0.45727821        1.1351558    0.00030585756    0.00038444802

