8.0	1.0	0.08504	-9.22966821633	0.000653527926036	0.508282463932	0.0024896997037	-8.7213857524	0.00313886294872	133.167008412	0.0155544917206	1.285713524	0.000778041820886	9.40486342424	0.0873790170037	1.00267141275	3.43247828655e-06	13.2327418145	0.00432820220961	1950.2091491	28.1192315518	1819.56205066	2.87425491197	-5567.32313961	1859.63465567	5728.96038818	151.714737028
8.0	1.0	0.07844	-9.17303883133	0.000189348678677	0.691236131024	0.000752425451353	-8.48180270031	0.000933782476656	131.84580451	0.00790802540774	1.3006543881	0.000811230811835	6.78001865686	0.033871396123	1.00280882508	3.8742476685e-06	13.0897019997	0.00428462269065	1145.03047789	11.0537727423	1838.29681241	2.11002050466	-1070.69031532	514.300064189	5092.5222168	163.952460542
8.0	1.0	0.07976	-9.18209358699	0.000199365339183	0.661781042732	0.000772345897632	-8.52031254426	0.000960121748026	132.060773855	0.00949239915905	1.29810203674	0.000747543767719	7.00693486874	0.042913091353	1.00278415797	3.17675352247e-06	13.1134758555	0.00400906838214	1214.89807477	14.1894966676	1829.65341852	2.08086787939	-2435.23501413	705.69547642	5128.54760742	172.889201888
8.0	1.0	0.0802	-9.18503634002	0.000248953665805	0.651447526915	0.000994348573668	-8.53358881311	0.00123575205176	132.129111678	0.00735998273458	1.29796703659	0.000828492456787	7.24399312541	0.061581491261	1.00277502323	3.11332520977e-06	13.1175909093	0.00430664448911	1282.94077665	20.3199210337	1835.1342013	2.55239601399	-4978.42899743	1232.24908505	5041.91424561	161.697668647
8.0	1.0	0.08196	-9.19825410232	0.000320543662137	0.609721445521	0.00119829346553	-8.58853265679	0.00151153957323	132.449885336	0.0108442678269	1.29425966518	0.000683166378389	7.72574021854	0.0861826257222	1.00274835493	3.36246063584e-06	13.1526449628	0.00371118022222	1427.42610911	27.8731745942	1828.81587395	2.78345343595	-7831.16767734	1458.04088298	5344.74993896	210.795406687
8.0	1.0	0.08592	-9.24066189949	0.000669224119169	0.472500348729	0.00253749056386	-8.76816155076	0.00320405277879	133.434158756	0.0172213674755	1.28267592465	0.000849078494545	9.60829694896	0.0898209732512	1.00264877821	3.6904845835e-06	13.2619654577	0.00467193285895	2006.58306552	29.2961397343	1810.0456382	2.88451914193	8697.40130433	2307.58766948	5728.79083252	181.659218837
8.0	1.0	0.0912	-9.29075383948	0.000296283976426	0.330271192771	0.0010041634751	-8.96048264671	0.00129340173713	134.57875459	0.0103500194823	1.2696997045	0.00082266221588	6.18577936396	0.07756203711	1.00252713717	3.54974482508e-06	13.3878136683	0.00458647696145	883.437447719	24.098052178	1664.19878326	3.31056370838	15269.4141062	1415.2123634	5078.75128174	129.019178
8.0	1.0	0.0868	-9.25135026444	0.000641268370714	0.438747282604	0.00236291205816	-8.81260298183	0.00300072051308	133.669511788	0.0162189969764	1.28079103843	0.000810666556653	9.24532651897	0.11961039468	1.00262355589	4.01852209502e-06	13.2836277413	0.0046175344546	1883.09851277	38.036476341	1786.58251963	4.00661930717	23031.7404633	2055.71263756	5713.3336792	157.882297928
8.0	1.0	0.08328	-9.20951688377	0.000405411903596	0.573213874597	0.00152107857871	-8.63630300918	0.00192040105994	132.702500927	0.0115886559362	1.29166422871	0.000811937406485	8.40605535582	0.102282833179	1.00271874037	3.43978850013e-06	13.1786558774	0.00442096147102	1643.22581587	32.0151221034	1825.94238504	3.20132588019	-13115.4635144	1372.26731888	5077.08779907	167.056724902
8.0	1.0	0.08372	-9.21424912877	0.000461744267014	0.558256693141	0.0018180006922	-8.65599243563	0.00227501610933	132.811508835	0.0121649537464	1.29165655761	0.000775998356118	8.44084477303	0.0928753358188	1.00271168054	3.86147845335e-06	13.1841602576	0.00421322895554	1650.92660264	30.2943285771	1820.03583057	2.53451486043	-12027.9028988	1057.91795577	5384.46682739	144.357260399
